폰모델 제목,가격,등록시간,내용
미사용 자급제 아이폰 13프로 128G 알파인그린,1230000,2022-07-08,"반갑습니당~~~
소독과 검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

☆ 모델명 : 아이폰 13프로
☆ 색상 : 알파인그린
☆ 저장공간 : 128 G
☆ 수리 및 보증기간 : 2024 년도 05 월 23 일까지
(소비자보호법에 의거하여 1년 추가 연장으로
활성화된 후 ""2년"" 무상수리)
☆ 배터리 효율 : 100 %
☆ 등급 : 미사용 자급제
선물용으로도 딱좋아여
자급제제품이라 확정기변도 가능하답니당...^^

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1406"
모델명: 아이폰SE/5/S/C 아이폰 강화유리 정품판매,6500,2022-07-08,두 매에 정가 14900원인데 한 매는 제가 사용했고 나머지 하나 택포에 6500원에 판매합니다.
아이폰 13프로맥스 시에라 블루 128기가,1300000,2022-07-08,"모델:아이폰 13프로맥스 시에라 블루 128기가(색이 진짜 이뻐요)
상태:배터리 효율99%,카메라,페이스아이디 완벽작동
애플보증:2022.10.14
제품상태:풀박스 입니다(필름 벨킨 5만원짜리 필름 부착되어있어요)
구성품:신지모루 에어로핏 케이스2개(1개미개봉),신지모루필름4개,스코코 필름1개,엘라고 검은색 실리콘 케이스1개 있습니다
자급제 모델이라 어떤 통신사 사용하셔도 상관없어요
배터리 타임은 제기준으로 2일은 충분히 사용가능했어요
편하게 연락문의 주세요
거래는 중앙초등학교앞에서 해요"
A급 아이폰7 128GB핑크14만원[21379],140000,2022-07-08,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!)

••••••••••••상품 상세 정보••••••••••••
상품번호: 48662
상품명: 아이폰se2
용량: 64GB
색상: 블랙
상품등급: a급
상태: 실사진과 동일합니다 참고부탁드립니다
특이사항:배터리 효율 99% ^^ 
구성품: 휴대폰 단품
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 가능


••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품!
S급: 전체적으로 아주 깨끗한 상품!
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
무료배송입니다!
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
퀵거래 접수 가능, 퀵요금 고객 부담!"
B급 아이폰7 128기가 12만원 [82133],120000,2022-07-08,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••상품 상세 정보••••••••••••
상품번호: 82133
상품명: 아이폰7
용량: 128GB
색상: 블랙 
상품등급: B
상태: 실사진과 동일합니다 참고부탁드립니다
배터리 효율: 사진참고
특이사항: 없음 
구성품: 휴대폰 단품 
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 가능 

••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래: 
무료배송입니다!
택배사: 로젠택배 
평일 오후 4시 이전 주문시 당일 발송 가능 
퀵거래: 
퀵거래 접수 가능, 퀵요금 고객 부담!"
A급 아이폰xr 128기가 코랄 34만원 [97928],340000,2022-07-08,"안녕하세요 WING MOBILE입니다! 
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요! 
한국어 상담/中文谘询/ENG OK!! 

••••••••••••구매 후기 이벤트 진행중•••••••••••• 
구매 후기 작성시 사은품 8종 무료 증정! 
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송 
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••상품 상세 정보•••••••••••• 
상품번호: 97928
상품명:  아이폰xr 
용량: 128GB 
색상:코랄 
상품등급: a급 
상태: 실사진과 동일합니다 참고부탁드립니다 
배터리효율: 사진참고 
특이사항: 없음. 
구성품: 휴대폰 단품 
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능) 
25% 선택약정 요금할인 가능 


••••••••••••상품 등급 안내•••••••••••• 
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!! 
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!! 
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!! 

••••••••••거래 방법•••••••••••• 
직거래: 
서울 동대문입니다 문의주세요! 
택배거래: 
무료배송입니다! 
택배사: 로젠택배 
평일 오후 4시 이전 주문시 당일 발송 가능 
퀵거래: 
퀵거래 접수 가능, 퀵요금 고객 부담! "
A급 아이폰XS 64G 35.5만원 [15035],355000,2022-07-08,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!)

••••••••••••상품 상세 정보••••••••••••
상품번호: 15035
상품명: 아이폰XS
용량: 64GB
색상:골드
상품등급: A급 
상태: 실사진과 동일합니다 참고부탁드립니다
배터리효율: 사진참고
특이사항: 없음
구성품: 핸드폰 단품
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 가능

••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품!
S급: 전체적으로 아주 깨끗한 상품!
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
무료배송입니다!
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
퀵거래 접수 가능, 퀵요금 고객 부담!
"
S급 아이폰XS 64GB 36.9만원 [89543],369000,2022-07-08,"안녕하세요 WING MOBILE입니다! 
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요! 
한국어 상담/中文谘询/ENG OK!! 

••••••••••••구매 후기 이벤트 진행중•••••••••••• 
구매 후기 작성시 사은품 8종 무료 증정! 
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송 
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••상품 상세 정보•••••••••••• 
상품번호: 89543
상품명: 아이폰XS
용량: 64GB 
색상:로즈골드
상품등급: S급
상태: 실사진과 동일합니다 참고부탁드립니다 
배터리효율: 사진참고
특이사항:  없음
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능) 
25% 선택약정 요금할인 가능 


••••••••••••상품 등급 안내•••••••••••• 
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!! 
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!! 
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추전!! 
••••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
무료배송입니다!
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
퀵거래 접수 가능, 퀵요금 고객 부담!"
B급 아이폰XS MAX 37.9만원 [85788],379000,2022-07-08,"안녕하세요 WING MOBILE입니다! 
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요! 
한국어 상담/中文谘询/ENG OK!! 

••••••••••••구매 후기 이벤트 진행중•••••••••••• 
구매 후기 작성시 사은품 8종 무료 증정! 
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송 
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••상품 상세 정보•••••••••••• 
상품번호: 85788
상품명: 아이폰XS MAX
용량: 256GB 
색상:실버
상품등급: B급
상태: 실사진과 동일합니다 참고부탁드립니다 
배터리효율: 사진참고
특이사항:  잔상
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능) 
25% 선택약정 요금할인 가능 


••••••••••••상품 등급 안내•••••••••••• 
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!! 
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!! 
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추전!! 
••••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
무료배송입니다!
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
퀵거래 접수 가능, 퀵요금 고객 부담!"
아이폰7 투명케이스2개+액정보호필름2,6999,2022-07-08,"중고나라페이결재시 무료배송입니다(7/13까지)
그후 택배시 3000원추가됩니다.
(가까운 GS편의점에서 받는 택배는 1600원 추가됩니다.)"
아이폰xs64 스그,260000,2022-07-08,"아이폰 박스 있구요 이어폰 애플 스티커 유십 뽑는 작은 거시기 없습니다 서브폰이라 사용은 자주 안 했습니다. 필름이 깨진 거고 액정에는 문제 없으며 상단에 진짜 아주 작은 손톱 때 같은 흉터 하나 있어요
배터리 79입니다 편하게 연락 주셔요 케이스도 같이 드려요
"
아이폰6s스페이스그레이 128GB,110000,2022-07-08,"A급입니다.정상해지폰입니다
010. 4358. 7313 서울중랑구입니다
가장 마지막 버젼 128gb입니다
곱게쓰고 박스째 잘보관하였습니다.
박스와본체입니다"
아이폰6,100000,2022-07-08,"아이폰6 블랙 32G
선약 가능"
(구입) 인켈 AK-650 앰프 엠프 고장품 부품 구입,1111111,2022-07-08,인켈 AK-650 부품 구입 합니다 010-7519-1558
아이폰 13 케이스티파이 아이앱스튜디오,100000,2022-07-08,아이폰 13 - 로고케이스 더블블랙(1개) 
아이폰 se2 신품 대용량 배터리 2650mAh,20000,2022-07-08,"se2 고품질 대용량 배터리입니다.
제가 쓸려다가 새제품 상태로 되팝니다.
스팩 용량은 2650mAh인데 오차범위
감안하면 실용량 2500mAh 정도라도
충분히 만족하실겁니다.
아이폰에 대해 잘 아시는분이 사세요.
반택포함 날립니다."
갤럭시s9+,90000,2022-07-08,제가 지방에 있어서 택배로 바로보내드릴수있어요 가격 많이내려서 판매합니다. 상태a급이고  잔기스도없습니다 돈이너무급해서 싸게판매하고 있습니다 분실폰아니고요 정상해지된 휴대폰입니다
아이폰11 128 s급 배터리 78,410000,2022-07-08,"잔기스 정말 없구요 잘썻습니다
배터리만 교체해서 쓰면되구요
제가 잘 몰라서 그러는데 제가 sk써서 통신사는 sk인걸로 알고 있습니다 ^^ 연락주세요!"
아이앱 케이스티파이 아이패드 케이스,95000,2022-07-08,뜯지않은 새제품 입니다 아이패드4세대 사이즈 최저가로 판매합니당
애플워치5 44,350000,2022-07-08,"시계를 원래 잘 안차서 구매 후 일주일정도 착용하고 계속 보관중이었습니다.
사진에 보이는 구성 그대로 드려요.
매탈스트랩도 같이요."
아이폰 13 미니 128 블랙 자급제,310000,2022-07-08,"화면터치 소프트웨어키로 작동되구요

볼륨키같은 하드웨어키 작동 안됩니다.

화면 정상적으로 나오고
실사용기간 2개월 미만입니다
배터리성능 거의 새상품급

수리해서 쓰실분들 쓰셔도 되고
이상태로 싼맛에 쓰실분들 쓰셔도 됩니다."
아이폰11 화이트 256 해외판 카메라 무음,480000,2022-07-08,"아이폰11 화이트 256GB입니다.
홍콩판이라서 카메라 무음!!
풀박스
(유선이어폰 제외, 홍콩판 어댑터, 충전선 사용x)

-카메라 링부분 약한흠집(파손은 없습니다)
-테두리 충천단자 및 아래쪽 흠집(사진참고)
-액정 베젤부분 빛으로 자세히봐야 보이는 생활기스
-페이스아이디 정상작동
-카메라 무음(홍콩판)
-배터리성능 89%
-선택약정 가능!

!!베젤부분 빛비춰서 보이는 생활기스 제외, 액정보호필름 떼면 흠집 파손 전혀없습니다.
후면 또한 필름 붙이고 사용해서 파손 없어요.

사용하던 폰인만큼 생활기스 및 흠집 존재합니다.
글 꼼꼼하게 읽으신 후,
교환/환불 않되는 조건하에 거래하겠습니다.

쿨거래로 구매하시면,
슈피겐 액정필름 1매 + 다부쳐 카메라필름 같이드려요

직거래는 남구로역에서만 합니다."
A급 아이폰12프로맥스128G그래파이트 배성능86%,900000,2022-07-08,"안녕하세요 싸구려마켓입니다

저희매장에서는허위매물올리지않습니다 

모델명:아이폰12프로맥스128G그래파이트모델


상태:배성능 86% 충전구잘안보이는생활기스잇음 찍힘없음 전체적으로깨끗합니다


구매시 풀커버강화필름.젤리케이스 충전기 드립니다


직거래또는택배거래합니다

직거래시 서울연신내역5번출구쪽에매장방문해주시면됩니다
문의 공일공 구이이이 팔팔팔구 로연락주시면됩니다"
S급 배터리100 아이폰X 256G 스페이스그레이,370000,2022-07-08,"반갑습니당~~~
소독과 검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

☆ 모델명 : 아이폰 X
☆ 색상 : 스페이스그레이
☆ 저장공간 : 256 G
☆ 배터리 효율 : 100 %
☆ 등급 : S 등급
  - 측면 
4면에 찍힘은 없지만 아주 미세한 생활사용감
  - 뒷면
하단에 생활기스
  - 액정
상단에 사진에도 잘 안담기는 아주 미세한 생활사용감

> 기능상 특이사항
없어요 ( 기능 테스트 완료 )

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1384"
SS급배터리94정상해지아이폰11프로64G스페이스그레이,620000,2022-07-08,"반갑습니당~~~
소독과 검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

☆ 모델명 : 아이폰 11프로
☆ 색상 : 스페이스그레이
☆ 저장공간 : 64 G
☆ 배터리 효율 : 94 %
☆ 등급 : SS 등급
  - 측면
하단우측에 아주아주 미세한 색바램
  - 뒷면
카메라 테두리에 미세한 생활사용감
  - 액정
완전 영롱

> 기능상 특이사항
없어요 ( 기능 테스트 완료 )

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1383"
갤럭시s9+블랙,130000,2022-07-08,잔기스없구요 정상해지입니다 
아이폰13프로256,1250000,2022-07-08,"리프폰입니다
기스 하나도 없어요
모든 정상 입니다"
에어팟1세대,35000,2022-07-08,"에어팟 왼쪽유닛과 크레들 입니다. 
왼쪽 유닛과 크레들 글킨자국 있어요."
아이폰se2 구성품,35000,2022-07-08,"아이폰박스, 이어팟, 충전기, 스티커, 설명서등
모두 새것임  케이블은 없어짐. "
갤럭시s9+,150000,2022-07-08,상태엄청좋고 택배 배송바로해드려요ㅎㅎ
아이폰12프로 256 퍼시픽블루,730000,2022-07-08,"2021.3월에 개통해서 사용했습니다.

상태는 찍힘2곳 (사진첨부)

배터리 성능 84 

구성품 박스 기기

가격 73"
13프로맥스ㅣ256기가ㅣ블루(3종무료사은품)5979,1560000,2022-07-08,"✅기종- 아이폰13 프로맥스

✅색상- 블루 

✅용량- 256기가  

✅개봉 풀박스 제품입니다. 

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
아이폰13미니 128GB 스타라이트 풀박스,750000,2022-07-08,"22년 1월 24일 자급제 구매 후 기변으로 판매합니다

배터리 성능99%

풀커버 케이스, 풀커버 필름, 카메라렌즈 보호유리 까지 붙이고 사용하여 잔기스, 찍힘 없습니다 상태 SS

구성은 풀박스와 젤리케이스 새것 하나, 사용하던 디자인케이스 하나 같이 드립니다"
자급제단순개봉아이폰13 256G화이트106만[96880,1060000,2022-07-08,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!)

••••••••••••상품 상세 정보••••••••••••
상품번호: 98728
상품명: 갤럭시 Z플립3 5G
용량: 256GB
색상:크림
상품등급: A급
상태: 실사진과 동일합니다 참고부탁드립니다
최초통신사/통화일: 사진참고
특이사항: 전체적으로 깨끗하지만 뒷판에 기스 있어서 싸게 올립니다. 사진 참고하세요.
구성품: 휴대폰 단품
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 불가 


••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품!
S급: 전체적으로 아주 깨끗한 상품!
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
무료배송입니다!
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
퀵거래 접수 가능, 퀵요금 고객 부담!"
B급 아이폰11 128기가 41만원 [48468],410000,2022-07-08,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!)

••••••••••••상품 상세 정보••••••••••••
상품번호: 48468
상품명: 아이폰11
용량: 128GB
색상:화이트
상품등급: B급
상태: 실사진과 동일합니다 참고부탁드립니다
배터리효율: 사진참고.
특이사항: 액정에 미세한 박리가 있고 테두리에 사용감이 있어서 저렴하게 팝니다.
구성품: 휴대폰 단품
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 가능


••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품!
S급: 전체적으로 아주 깨끗한 상품!
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
무료배송입니다!
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
퀵거래 접수 가능, 퀵요금 고객 부담!"
아이폰 13미니_128GB 자급제.새상품,850000,2022-07-08,"아이폰 13미니 판매합니다. ( AIP13MINI )

자급제 입니다.
미개봉 입니다.
128GB 입니다.

색상은 화이트 입니다.
가격은 85만원 입니다.

오전 10시 ~ 오후 8시 부평역 부근에서 거래 가능하구요.
( 그 이후에는 부천에서 가능 )

문의는 010-6456-0046 으로 편하게 연락주세요 ^^
좋은 하루 보내시길 바랍니다 ^^"
애플워치5 나이키 40mm 풀박스,320000,2022-07-08,"필름 붙이고 사용해서 액정에는 기스 일절 없습니다!!

44mm로 넘어가고 싶어 판매해용!

방수도 잘 되고, 나이키 정품 밴드는 거의 사용하지 않았습니다!

GPS 모델입니다

어느정도 에누리 가능합니다

연락주세용!"
에어팟프로 중고제품팝니다,70000,2022-07-08,"에어팟프로 팝니다
본체만 판매합니다



사용하던 제품이라 생활기스있습니다
예민하신분은 패스해주시고
택배는 별도입니다
"
미개봉 아이폰13 프로맥스 256 알파인그린 팝니다.,1450000,2022-07-08,"아이폰 13 프로맥스 256기가 팝니다. 

국내 애플코리아 정품

색상은 알파인그린

미개봉 새제품입니다. 


서울 테헤란로 440 포스코센터 앞 직거래
오전8-오후6
또는 택배

"
아이폰6s 128GB,150000,2022-07-08,"아이폰6s 128GB
배터리성능 90%
뒤에 하우징되어있음
->아이폰7 스타일 하우징
액정은 블랙,홈버튼이 하얀색인데
액정에 필름+마지막사진처럼 홈버튼 스티커 붙이면서 사용하면 홈버튼이 하얀색인거 신경안쓰일겁니다.



질문🖐🏻
1. 구성품있나요?
-> 아니요. 본글에도 구성품내용없습니다."
아이폰se2,215000,2022-07-08,아이폰 se2 ss급 64기가 블랙 배터리 91 찍힘 깨짐 생활기스 하나도 없어요 연락주세요 직거래는 통영이고 택배거래도 됩니다 
아이폰se2 64,185000,2022-07-08,"배터리는 84% 입니다.
유심칩을 끼울때 잘못 쑤셔서 유심트레이
옆에 작은 흠이 나있어요..
그 외엔 액정은 멀쩡 합니다!
화면을 켜시면 홈버튼 조금 위쪽에 약간 
더 하얀빛이..? 보이는데 쪼끄만 점 2개정도여서
거의 안보이더라구요.
"
애플워치se 40mm 네고 ㄱㄴ,230000,2022-07-08,34만원 주고 사서 일주일 정도 사용 했어요 케이스 껴서 기스 하나도 없도 하자도 없어용 애플워치 박스 있고 충전기까지 들릴게요 네고 해드리니까 쳇 주세요
아이폰11 64기가 퍼플,400000,2022-07-08,"아이폰11 64g 퍼플 팝니다
배터리 성능 87%이고 
외관도 찍힘 기스 없습니다 
박스도 보관중입니다 
알콜스왑으로 깨끗이닦아서 드리겠습니다
일반실리콘케이스 있습니다 
색상은 진한민트색입니다 같이드릴게요
현재 상태도 괜찮지만
강화필름도 같이드릴테니 교체하셔도 될듯합니다

유심만 바로 꽂아서 사용가능하니 
많은 연락주세요
택배는 착불입니다

중고제품 특성상 교환 환불 어렵습니다"
아이폰 se2 64 화이트,190000,2022-07-08,"사용감 조금 있고 전체적으로 깨끗합니다. 배터리 84 이고, 전부 정상 작동하고 사설 사용한적 없습니다. 액정에 미세기스 하나, 모서리 미세기스, 뒷판 초미세기스 있습니다.젤리 케이스와 충전기 같이 드려요 쿨거시 네고도 해드리고 안전결제도 가능합니다. 제발 사주세요ㅠㅠ"
아이폰11pro 화이트 판매합니다,400000,2022-07-08,"아이폰 11pro 64기가구요 
생활기스정도 있습니다 배터리 잔여상태가 
낮은 거 말고는 나머지는 다 괜찮습니다 
애플 정품 c타입 충전기하고 케이블 포함이에요 
선택약정 할인 가능하구요 
연락주세요 쿨거래환영"
"아이폰 7, 8 se2, 3 케이스 팝니다",5000,2022-07-08,"아이폰 7, 8 se2, 3 케이스 팝니다

왼쪽부터 실리콘 케이스 마린그린- 레모네이드 각각6,000원 ( 실리콘 케이스는 애플 정품입니다
투명 젤리 케이스 3,000원 
투명 하드 케이스 4,000원
하드 카드 케이스 2개 각각 5,000원

아이폰 정품 실리콘 케이스는 각각 오른쪽 하단 까짐 조금 있고 마린그린색은 안에 스웨이드 살짝 들리는데 사용시에는 문제 없어요!

- 일괄 구매시 2만원에 해드려요
- 구매시 반품, 환불안되요.
대전 직거래 가능하고 
택배거래도 가능합니다( 택배비 별도- 반값택배도 가능"
아이폰xr128블랙,150000,2022-07-08,"아이폰 XR
앞면 액정 깨짐
128GB
비성화 걸려 있었어 풀수 있는 사람이면 좋겠어요
네고 가능 합니다
전남 광주 북구 에 살아요
오늘 직거래 되면 좋겠어요"
