폰모델 제목,가격,등록시간,내용
"광주 아이폰12미니,12mini,128G,광주광역시",450000,2022-07-08,"☆★☆중고나라 모바일 파트너 제휴사!!
믿고 구매하셔도 됩니다☆★☆

광주
에서 제일 중고폰 많고 친절한
중고폰 전문매장
^^
최신폰부터 저가폰까지  갤럭시, 아이폰, 엘지폰 전기종 보유
모두
테스트 거친
깨끗하고
문제없는 안심 중고폰
!!!

매장에 오셔서 직접 확인 후 구매도 가능합니다.
액정필름 부착과 기존폰 정보를 새폰으로 이동해드립니다
연락처, 사진, 문자. 카톡. 인증서, 앱 등 기존에 쓰던 그대로 옯겨드리니 편하게 바꾸러 오세요~~~

택배거래, 광주 직거래 모두 가능합니다
빠른 문의 전화번호 :
010-9893-2030

<<100%실제 판매제품 사진 입니다.>>


제품정보
*기기명 :
아이폰12미니
*색상 : 블랙
*용량: 128기가
*최초통신사 : skt,kt,u,알뜰폰,선불폰 호환가능
*제품상태 : 전체적으로 기스가 있지만 기능들은 문제없고 작동잘됩니다.
*가격 : 45만원
*구성품 : 휴대폰,케이스,보호필름
*리퍼기간 : 문의헤주세요
*배터리성능 83%
******* 광주중고폰 국민모바일*********
010-9893-2030

*모든 중고폰은 검수와 테스트완료 된 제품입니다
*분실,도난,침수폰은 절대 취급하지 않습니다.
*SKT,KT,LGU+,알뜰폰,선불폰 개통 및 사용가능 (유심발급 가능)
*쓰던요금제 그대로 사용가능
*LTE요금제 가능,5G요금제가능
*선택약정25%할인,확정기변,결합할인 가능(기존할인 그대로 받을수 있음)
*기존폰의 정보,데이터 (연락처,문자,사진,카톡,어플,공인인증서 등) 이동해드립니다
*구입후 7일 이내 기능이상시 교환 및 환불 가능
(단순변심으로 인한 반품 및 교환 안됩니다)

거래방식
*직거래 : 광주광역시 광산구 운남동 (매장방문)
*택배가능 : 택배비 무료(우체국택배로4시이전 입금시 당일 발송)
*퀵가능합니다

업체정보 및 연락처
주소 : 광주광역시 광산구 임방울대로 152
텃밭 식자재 마트 뒷편, 여수회포차 옆 중고폰매장
연락처 : 010-9893-2030
운영시간 : 오전 10시~ 저녁 7시까지 (월요일~토요일)
공휴일 영업합니다. (매주 일요일 휴무)"
"Q92 (Q920) 화이트, 무잔상 공기계 판매해요 [8만원]",80000,2022-07-08,"제품정보
* 기기명 : LG Q92 (Q920), 128기가
* 색상 : 화이트
* 최초 통신사 : LG (통신 3사 및 알뜰폰 전부 사용 가능)
* 최초 개통일 : 2020. 10. 6
* 제품상태 : 사용감 있음 (외관)
* 가격 : 8만원
* 구성품 : 기기단품, 필름

제품설명
* 외관 : 자잘한 생활기스 및 생활흠집 있고 뒷판 상단 박리 현상 있으나 전체적으로 깨끗합니다
* 액정 : 하단 쪽 얇은 기스 있고 잔상 (번인현상) 없습니다

@ 제품 이상 시 1주일 이내에 교환, 환불 가능 (구매 후, 수령 후)
@ 기본 검수 완료
@ 도난, 분실폰 취급 안함

거래방식
* 직거래 : 왕십리역 5번 출구 근처 (도보 1분 거리) 입니다
* 택배거래 : 오후 5시까지는 당일 발송 가능하고 대부분의 경우 다음날 도착합니다 (로젠택배)
* 택배비 : 구매자 부담입니다 (3천원 추가시 선불 발송 가능)
* 안전거래 : 결제 하시기 전에 꼭 문자나 전화 부탁드립니다

연락처
* 010 9233 4885 (댓글 확인은 어려우니 문자나 전화 부탁드립니다)"
[판매]아이폰13미니 핑크 128GB 74.5만원 중고폰 공기계 판매[66900],745000,2022-07-08,"[판매]아이폰13미니 핑크 128GB 74.5만원 중고폰 공기계 판매[66900]



★ 강남구청점 구매고객 특별이벤트 ★

1.구입후 중고폰 100일 제품보증 실시 안심하고 구매 하세요.
2.최고급 사은품  무료 증정
3.구매 전 실제 구매후기를 확인해주세요(강남구청점 고객만족도 1위!)
4.출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고![배터리/액정/메인보드/터치/외관/정밀기능검수]
5.코로나 시대 소독 세척 실시!

★ 최고급 사은품  ★


(최고급케이스+최고급유리필름+유심핀+핸드폰충전기+그립톡+무상A/S+무료배송)



용량: 128GB

색상: 핑크

배터리 효율: 위사진참고

제품등급: S+급

상태: 사진 그대로 판매중입니다!



※통신사 : SKT/KT/LGU+3사 유심변경가능 / 알뜰폰 유심 사용가능!
(사용하던 유심 바로 꽂아 사용가능)



※ 거래방법※

※ 택배거래  가능 ※
※ 퀵 서비스 가능 ※
※ 직거래     가능 ※



※ 택배거래 ※

당사는 로젠택배를 통하여
매일 PM 19:00 배송 나갑니다
18:00 시전으로 구매확정 하시면 당일배송출발
택배비 지원해드립니다~

※직거래※

7호선 강남구청역 도보1분 거리
선정릉역 방면 스타벅스건물 10층 상경빌딩

※고객센터※

☎010-7614-3325☎
http://pf.kakao.com/_GxnbxnK/chat
↑↑↑↑↑↑↑↑↑
강남구청점
카카오톡 채팅을 해보세요.
pf.kakao.com
↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑

클릭 시 상담 가능!

카카오톡 ID : 강남구청점

전화OR카카오톡 상담이 응대가 가장 빠릅니다! 클릭클릭 해주세요!"
갤럭시A31 A315 64기가 무잔상폰!!!0704-16,120000,2022-07-08,"■제품정보

모든제품 기능검사 철저하게 진행하고있습니다.

최저가로 최상의 제품을 모시겠습니다.


*기기명: 갤럭시A31 A315 64기가

*제품번호; 0704-16

*색상: 블랙

*최초개통일: 20년 7월11일

*최초통신사:KT
(SK/LG/KT 호환가능,알뜰폰.선불폰등 모두가능)

*제품상태: 뒷면,테두리사용감 말고는 전체적으로 기스,찍힘없이 매우 깨끗합니다.

*액정 깨끗합니다.

*잔상은 없습니다.

*구성품:휴대폰,젤리케이스,액정필름,무료배송
(재고소진시 단품발송)

■제품설명

*유심 꽃으면 바로 사용가능

*25프로 선택약정 가능

*알뜰폰,선불폰 가능

*사설수리폰,침수폰은 취급하지않습니다.

*구입후 7일이내 기능이상시 교환,환불가능합니다.
(단순변심,고객과실제외)

■거래방식

*택배 또는 직거래(경기도 광주 매장 방문->율동공원 5분거리)

*택배이용시 택배비 무료

*오후 4시까지 결제시 당일발송

*주소지:경기도 광주시 오포읍 능평로 47 호박마켓

*연락처:010-5044-6200

*카카오톡 1:1문의
http://pf.kakao.com/_yIlxnb
#경기광주중고폰 #중고폰 #휴대폰 #공기계 #자급제 #갤럭시 #갤럭시노트 #보급폰 #저가폰 #태전동 #곤지암 #효도폰 #오포 #경광주역 #경안동
#능평리 #신현리 #초월 #탄벌동 #경기광주직거래 #오포직거래"
KT] 노트9 메탈릭코퍼 외관S급 초꿀폰 16.5만원 판매합니다,165000,2022-07-08,"KT] 노트9 메탈릭코퍼 외관S급 초꿀폰 16.5만원 판매합니다

-기기명 : 노트 9
-색상 : 메탈릭코퍼
-용량 : 128GB
-최초 개통 통신사 : KT
( 유심변경하시면 통신사 상관없이 사용가능합니다 )
-제품상태 :  사진상태 그대로 외관 사진상태 정말 깨끗하고 깔끔합니다
완전티안나는 미세 상단 잔상감 정도이고 상단에 진짜작은 점하나있어 꿀가격판매해요
펜이랑 화면이 커서 사용하시는 좋습니다!
-가격 : 16.5만원
-구성품 : 투명케이스 강화필름 일반충전기 별도 1만원판매합니다

★ 설명 ★
카메라/터치/통화/배터리/GPS/와이파이/블루투스등 모든기능 문제 없이 정상 작동합니다
기능 검수완료 모두 정상입니다

★ 거래방식 ★
직거래 금천사무실(독산)이나 신림매장
택배거래 오후 5시이전 당일 출고 가능합니다!
퀵 / 화물 착불진행 가능합니다

★ 업체정보 ★
- 중고나라 모바일 파트너 제휴사 -
연락처 : 0 1 0 * 8 2 0 0 * 8 3 3 7
(궁금하신점, 문의사항은 언제든 문자 전화 상담 가능합니다:D)
-채팅 / 댓글은 잘 못봐서 늦을수 있어요 ㅜ"
[판매] 갤럭시 노트8 (N950) 64기가 그레이 팝니다. 8만원,80000,2022-07-08,"1. 제품정보
-기기명 : 갤럭시 노트 8 (N950)
-색상 : 오키드 그레이
-통신사 : 통신사3사, 알뜰폰,선불폰 모두 바로 사용가능
-가격 : 80,000원
-구성품 : 충전기,필름,케이스

2. 제품설명
성능, 기능상 문제 없고 외관상태도 전체적으로 상태 좋은 공기계입니다.
액정상태도 기스없이 깨끗하고 번인이 있어서 마지막 사진에 첨부했습니다.
상태 감안해서 가격 책정했습니다. 사설수리나 침수이력 없습니다.
기기 전체 외관 상태는 첨부해놓은 사진으로 확인 가능합니다.
유심만 옮겨끼면 통신사 3사, 알뜰폰 모두 바로 사용가능한 공기계입니다.

3. 거래방식
직거래는 서울 한양대, 왕십리역쪽에서 가능하고 택배거래도 가능합니다
안전거래 하실분은 문의 먼저주세요. 택배비는 구매자 부담입니다.

4. 연락처
0 1 0 - 8 9 0 2 - 2 1 1 8
댓글,쪽지 확인 잘 못합니다. 문자나 전화주세요."
삼성전자 갤럭시 Galaxy J6 미개통상품 단순개봉 풀박스,80000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다.

★제품정보★
-기기명 : 삼성전자 갤럭시 Galaxy J6
(SM-J600N)
-제품상태 : 단순개봉 박스훼손 (기본 충전기, 이어폰 동봉)
( 개통이력 없으며 , 박스만 훼손된 단순개봉 기기입니다)
-색상 : 블랙, 퍼플 , 골드
-용량 : 32GB
-출시일 : 2018년 7월
-통신사 : U+
-화면 5.6인치
-카메라 전면 800만 후면 1300만 / 지문인식, 얼굴인식
-2 GB RAM, 32 GB 규격 내장 메모리, microSDXC (규격상 2 TB, 256 GB 공식 지원)

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
(평일 오후 3시 이전 결제시 당일 발송 )
⭐
꼭!!! 전화 연락후 결제 부탁드립니다!!
⭐

★안심혜택★
-무료 배송
-100% 품질보증! 소독 및 세척 후 출고
⭐ 구매 전 확인해주세요
-본 제품은 안전결제로만 구매 가능합니다.
-구매시 안전결제 수수료 3.5% 추가됩니다.
⭐ 교환/환불
-수령일로부터 7일 이내 교환/환불 가능합니다.
(단순 변심의 경우 왕복 택배비 발생합니다)
-구매확정 이후에는 반품 불가합니다.
-고객 과실로 인한 불량과 자가 수리 후 수리비 청구는 불가합니다."
(198206)갤럭시폴드2 256기가 브론즈 상태개끗 70만원,2000,2022-07-08,"▶중고나라 모바일파트너 제휴사 매장◀
▶01081918714 검색!!◀
숫자6자리 제품번호로 문의해주시면 빠른응대가능합니다.
100% 실사진입니다
제품번호 문의: 198206
-기기명: 갤럭시폴드2 256기가 브론즈
-최초 통신사: 유플러스
-최초 통화일: 2020-09-22
-제품상태: 외관에 테두리 힌지작은찍힘, 외에 액정내외부다깨끗합니다
-가격: 70만원,기기단품입니다.
라바충전패드 이벤트중입니다
랜덤발송이며 이벤트참여 말씀필수!!
2.제품설명
- 분실도난 및 기능작동 확인 및 검수완료제품입니다.
- 정상해지. 25%요금 할인 가능 단말기. 통신사 3사사용가능
알뜰폰 사용가능
3.거래방식
예약불가 * 선입금순으로 판매되는점 양해부탁드립니다 *
입금전 까지는으로 중복으로 구매문의가들어오는점 때문에 예약불가능하며 선입금순으로
배송 및 판매 됩니다.
매장직거래 or 택배 선입금 ( 구매금액 + 우체국택배비 4000원 )
매장주소:　경기도 평택시 평택로 30 , 1층 중고나라 현 사자폰판다폰
채팅 확인 안합니다
모든제품은 사진확대하여 꼼꼼히 확인 부탁드립니다.
전국택배거래 가능 (뽁뽁이안정포장배송)
평택 안성 송탄 오산 안중 등 가까우시면 매장방문하여 직거래 가능합니다
택배는 4시입금까지 당일배송가능합니다 문의가능 (우체국택배)
- 금요일 발송한 택배는 다음날 토요일이여도 받아보실 수 있습니다.
(주말택배접수x)
일요일은 매장휴무입니다
일요일 - 제품문의 및 택배예약거래만 가능합니다.
더 많은 제품을 보고싶으시면 “01081918714” 검색!!"
165570 갤럭시노트9실버 128GB SKT 공기계 19만 부천,190000,2022-07-08,"(165570) 갤럭시노트9 실버 128GB SKT 기능정상 공기계 19만 3사호환 (선택약정OK)


1.제품 정보
가격 : 19만
상품번호 : 165570 (문의하실 때 말씀해 주시면 바로 확인 가능합니다)
기종/모델명 : 삼성 갤럭시 노트9 / SM-N960N
색상 : 실버
용량 : 128GB
최초개통일 : 2018.11.22
최초통신사 : SK ( SK,KT,U+,알뜰,선불 ) 모두 호환 가능합니다.
구성품 : 단품+전면풀커버필름


2.제품 설명
기스약간,테두리찍힘 (사진 참고해 주세요)
미세잔상
기능정상 상품입니다.
25%요금할인 (선택약정) 가능한 단말기입니다.


3.거래 방식
1)직거래 : 신중동역3번출구 좌회전 100미터직전 도보3분
2)택배거래 : 로젠택배 (선불4,000원)
3)퀵거래 : 구매자 비용 부담 시 가능합니다. (금액문의)


4.업체 정보
주소 : 경기도 부천시 길주로284 (중동1141-3) 헤리움메트로타워 219호 (지하주차장 1시간무료)
연락처 : 010-5842-3222 / 카카오톡 문의를 원하실 경우 전화번호 저장 후 카카오톡으로 문의 부탁드립니다.
문의 가능 시간 : 오후12시~오후9시 (토,일,공휴일 휴무)


★필독★
-오후 4시까지 결제 완료해 주시면 택배로 다음날 바로 받아보실 수 있습니다. (토요일,일요일,공휴일 제외)
-기능 모두 정상입니다. 반품 시 왕복 택배비 부담해 주셔야 합니다.
-결제 후 7일 이내 기기 결함 시 교환 가능하며,기기 결함과 보안 계정 확인 후 송금해 드립니다. (단순 변심 환불 불가)
-신중한 구매 부탁드립니다."
[판매] 갤럭시20 G981 128기가 핑크 A급 28만 인천 서구,280000,2022-07-08,"1.제품정보
-기기명: 갤럭시S20 SM-G981L 128기가
-색상: 핑크 (63106)
-최초 개통 통신사: LG (SK/KT/LG/알뜰폰/선불폰 호환가능)
-최초 개통일: 20년 7월
-제품상태: A-
-가격: 28 만원
-구성품:기기단품+필름+케이스

2.제품설명
외관상태는 테두리잔기스 조금있는 정도이고 그 외 전체적으로 깨끗합니다.
액정화면은 잔상없고 화면 깨끗합니다.
그외 모든 기능 정상입니다.

3.거래방식
직거래(인천 서구 중고폰)/택배(우체국택배:4천원) 가능합니다.

4.매장위치 및 연락처
010-6356-2797
인천 서구 가정로 177 (석남동 581-14) 1층 휴대폰할인매장"
갤럭시A90 A908 128기가!!무료배송!!!!0705-4,140000,2022-07-08,"■제품정보

모든제품 기능검사 철저하게 진행하고있습니다.

최저가로 최상의 제품을 모시겠습니다.


*기기명: 갤럭시A90 A908 128기가

*제품번호; 0705-4

*색상:화이트

*최초개통일: 20년 4월15일

*최초통신사: SK
(SK/LG/KT 호환가능,알뜰폰.선불폰등 모두가능)

*제품상태: 전체적으로 기스,찍힘없이 매우 깨끗합니다.

*액정 깨끗합니다.

*잔상은 있으니 사진 참고해주세요.

*구성품:휴대폰,투명케이스,액정필름,무료배송
(재고소진시 단품발송)

■제품설명

*유심 꽃으면 바로 사용가능

*25프로 선택약정 가능

*알뜰폰,선불폰 가능

*사설수리폰,침수폰은 취급하지않습니다.

*구입후 7일이내 기능이상시 교환,환불가능합니다.
(단순변심,고객과실제외)

■거래방식

*택배 또는 직거래(경기도 광주 매장 방문->율동공원 5분거리)

*택배이용시 택배비 무료

*오후 4시까지 결제시 당일발송

*주소지:경기도 광주시 오포읍 능평로 47 호박마켓

*연락처:010-5044-6200

*카카오톡 1:1문의
http://pf.kakao.com/_yIlxnb
#경기광주중고폰 #중고폰 #휴대폰 #공기계 #자급제 #갤럭시 #갤럭시노트 #보급폰 #저가폰 #태전동 #곤지암 #효도폰 #오포 #경광주역 #경안동
#능평리 #신현리 #초월 #탄벌동 #경기광주직거래 #오포직거래"
갤럭시Z플립3 크림 센터올갈이 판매합니다,700000,2022-07-08,"갤럭시z플립3 크림색상 센터올갈이 판매합니다

전체 다 교체된 제품입니다.그냥 새거라고 보셔도

무방합니다."
(A+급) 갤럭시 노트20울트라 256G,550000,2022-07-08,"갤럭시 노트 20 울트라 256기가 판매합니다
색상은 블랙이고 표시 안나는 잔기스 몇개 있는 A급 이상의 상태로 판매합니다
항상 삼성 보호필름 부착하고 사용하여 전면에는 잔기스 하나도 없습니다~

직거래는 봉담읍에서 가능하며 택배거래도 가능합니다 :)"
갤럭시S20플러스 BTS에디션 S급 판매합니다,370000,2022-07-08,"갤럭시S20플러스 bts에디션 판매합니다

기기단품이고 박스는 없어용. 정상해지됐고 

유심만 넣어서 사용하시면 됩니다. 잔상,흑점

이런거 전혀없고 완전 s급이에요.하자같은거

없습니다. 구매하시면  젤리케이스랑강화필름 

충전케이블 같이 새걸로 드립니당!!"
갤럭시와이드2,40000,2022-07-08,
갤럭시a32,110000,2022-07-08,"필름 벗기면 s급 상태
중고 s급 초기화 완료
택배 직거래 등 다 가능 택배비 제가 냄
케이스1~2개 증정
서비스로 쿨거래시 보상잇음"
제트플립 3 케이스 네이비 ( 새제품),15000,2022-07-08,새제품 . 네이비 입니다
갤럭시S20 128 안산s20 안양s20 외관S급!,270000,2022-07-08,"🚫지속되는 네고 및 교환요청으로 인하여 앞으로 이러한 문의 주시는 분들은 답변하지 않도록
하겠습니다. 양해 부탁 드립니다 !

• 갤럭시S20 5g 128기가 블루 7085 선착순 판매합니다
( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다
테두리 보시면 외에는 큰 찍힘없이 깔끔 합니다. 액정보시면 깨짐 없으며 초미세기스 매우살짝 외에는 전체적으로 깔끔합니다 뒷판도 깨짐없고 전체적으로 깔끔합니다 흰화면 보시면 미세잔상 제품 입니다 강추합니다
참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 


• 배터리 좋습니다

• 3사 전부 유심만 꽂으면 사용 가능하며 25% 약정 할인 받고 계시는 분들은 그대로 받으실 수 있습니다

• 최초통신사는 KT이고 최초개통일은 2020년 04월입니다

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+케이스+필름 새것 입니다

• 중고폰은 단순 변심에 의한 환불 및 교환이 불가 하므로 신중한 거래 부탁 드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

제품에 이상이 있는 경우 3일내에 연락주세요
• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다

안산 직거래
전지역택배가능(오후 5시전 당일출고 다음날 받아보실수 있습니다^^)
OlO . 7738 . 24l3"
갤럭시 s22 자급제 256GB 그린 미개봉,730000,2022-07-08,"갤럭시 s22 자급제 256GB 정품
그린 미개봉 완전 새제품입니다.
미개봉 스티커 실이 그대로 붙어 있어서 선물용으로 좋아요.
자급제폰으로 통신3사, 알뜰폰 등 사용하던 유심만 끼우면 즉시 사용가능합니다.
☆ 삼성정품 액정보호필름 + 삼성정품투명클리어스탠딩케이스 무료증정
부산 전포역 혹은 서면부근 직거래 가능합니다.
택배도 가능합니다.(3천원)
안전거래도 가능해요.
010-2858-9970 입니다."
갤럭시S20+ 안산s20+ s20플러스 무잔S급!,340000,2022-07-08,"🚫지속되는 네고 및 교환요청으로 인하여 앞으로 이러한 문의 주시는 분들은 답변하지 않도록
하겠습니다. 양해 부탁 드립니다 !

• S20 Plus 5g 256기가 레드 0689 선착순 판매합니다
( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다
테두리 보시면 생활감 살짝 외에는 큰 찍힘없이 깔끔 합니다. 액정보시면 깨짐 없으며 미세실기스 살짝 외에는 전체적으로 깔끔합니다 뒷판도 깨짐없고 미세실기스 매우살짝 외에는 전체적으로 깔끔합니다 흰화면 보시면 잔상없는 제품 입니다 강추합니다
참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 


• 배터리 좋습니다

• 3사 전부 유심만 꽂으면 사용 가능하며 25% 약정 할인 받고 계시는 분들은 그대로 받으실 수 있습니다

• 최초통신사는 KT이고 최초개통일은 2020년 03월입니다

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+케이스+필름 새것 입니다

• 중고폰은 단순 변심에 의한 환불 및 교환이 불가 하므로 신중한 거래 부탁 드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

제품에 이상이 있는 경우 3일내에 연락주세요
• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다


안산 직거래
전지역택배가능(오후 5시전 당일출고 다음날 받아보실수 있습니다^^)
OlO . 7738 . 24l3"
갤럭시S20+ 안양s20+ s20플러스 무잔S급!,340000,2022-07-08,"🚫지속되는 네고 및 교환요청으로 인하여 앞으로 이러한 문의 주시는 분들은 답변하지 않도록
하겠습니다. 양해 부탁 드립니다 !

• S20 Plus 5g 256기가 블루 5370 선착순 판매합니다
( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다
테두리 보시면 생활감 매우 살짝 외에는 큰 찍힘없이 깔끔 합니다. 액정보시면 깨짐 없으며 초미세실기스 매우살짝 외에는 전체적으로 깔끔합니다 뒷판도 깨짐없고 미세실기스 매우살짝 외에는 전체적으로 깔끔합니다 흰화면 보시면 잔상없는 제품 입니다 강추합니다
참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 


• 배터리 좋습니다

• 3사 전부 유심만 꽂으면 사용 가능하며 25% 약정 할인 받고 계시는 분들은 그대로 받으실 수 있습니다

• 최초통신사는 SK이고 최초개통일은 2020년 05월입니다

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+케이스+필름 새것 입니다

• 중고폰은 단순 변심에 의한 환불 및 교환이 불가 하므로 신중한 거래 부탁 드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

제품에 이상이 있는 경우 3일내에 연락주세요
• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다


안산 직거래
전지역택배가능(오후 5시전 당일출고 다음날 받아보실수 있습니다^^)
OlO . 7738 . 24l3"
갤럭시 S8 11만원~ 하자없는제품 무조건싸게팝니다,110000,2022-07-08,"도난 분실 핸드폰은 절대 판매 하지 않습니다
25% 선택 약정 및 확정 기변 가능한 기기만 판매 합니다


제품정보
제품명 - 갤럭시 S8
색상 - 버건디 블루 블랙 그레이
최초 개통일 - 20XX.XX.XX
금액 : 11만원~


제품설명
25% 선택 약정 가능 하며 확정 기변 모두 가능 합니다 ^^
와이파이 블루 투스 터치 카메라 모든 기능 이상 없는 제품으로 판매 하고 있습니다
혹시나 구매 이후 기능 결함 발생시 일주일 이내 교환 해드리니 걱정 하지 마세요
좋은 제품 싸게 판매 하고 있습니다 한두대 보유중이 아니고 대량.소량 판매 중이니
대량으로 필요하신분은 연락 주세요

거래방법
직거래 : 서울시 강서구 화곡동 343 - 6 301호
택배거래 : 5시 이전 입금시 당일 발송 해드립니다 (로젠택배)
퀵거래 : 상세 주소 알려 주시면 금액 확인후에 발송해드립니다

010-5451-0456 / 010-2248-0456
으로 연락 주시면 친절하게 답변해드리겠습니다

모든 전 기종 대량 보유중이니 연락 주세요

갤럭시 S8"
﻿LG G9(벨벳) 저렴하게 판매합니다.(대량보유중),120000,2022-07-08,"정보


기기명:LG G9( 벨벳)


색상: 화이트,블랙,그린,핑크


최초 개통 통신사:  LG (SK.KT,선불,알뜰 호환 가능)


최초개통일:20XX~



가격:

LG G9( 벨벳) -120,000~


구성품:

(충전기 필름 케이스 유심핀 젠더 추가 만원)

제품설명

제품상태: 액정 깨진곳 없고 기능정상 모든 등급 보유중
유심만 꼽아 바로 사용가능합니다.
그위에 단계 등급도 보유하고잇습니다 문의주세요


연락처

010 9564 2632 문자 OR 전화 주세요.

(쪽지는 바로바로 확인이 어려워 위번호로 문자 전화 주세요)


LG G9( 벨벳)"
갤럭시 S20 블루 최저가 27만원 판매 합니다.,270000,2022-07-08,"★ 제품정보 ★

갤럭시 S20 블루 최저가 판매!!! 27만원

대량 , 소량 판매중~

S급 29만원

모든제품 기능검사 진행후 판매하고 있습니다.

* 제품명 : 갤럭시 S20 블루

* 색상 : 블루

* 통신사 *

- SKT / LGU+ / KT 이통 3사 이용 가능

- 알뜰폰,선불폰 이용 가능

- 25% 선택약정 요금할인 가능

- 사용 하시던 유심 꽂으면 바로 사용 가능

- 구성품 없이 기기 단품 입니다.

* 전체적으로 깨끗 합니다.

* 기능 이상 없이 모두 정상 입니다.

-4종 구성품 추가 5천원-
- 하단 그림 참조-
-케이스 필름 재고 없을시 2~3종만 나갑니다.-

* 구입후 7일 이내 기능 이상시 교환 / 환불 가능 합니다.

(단순 변심 , 고객 과실 제외)

* 분실 / 도난 / 침수 휴대폰은 취급하지 않습니다.

* 거래방식

- 직거래(방문) or 택배거래 or 서울,경기 퀵 거래 or 전국 버스 당일배송 가능
( 택배 , 퀵 , 탁송 비용은 구매자 부담 입니다.)

- 오후4시까지 결제시 당일 배송 가능

- 매장 주소 : 강남구 대치동 889-47 샹제리제센터 B동 502호

[ 지하철 선릉역(1번 출구) 지하도로 연결 ]

* 구입문의 : 010-3703-9654

댓글,채팅,쪽지 실시간 답변이 어렵습니다.

전화나 문자 주시면 실시간 답변 가능 합니다.

* 닉네임 클릭후 게시글 보기 누르시면 전체 제품 보실수 있습니다."
[대폭할인] 갤럭시S7 대량소량판매떨이~,80000,2022-07-08,"※개인간 거래보다 매장거래가 안전합니다!!
※오직 박리다매와 정직으로만 승부합니다!!
※모든 제품 사진은 실제 매장에 있는 제품 사진입니다
※분실, 도난폰은 절대 취급하지 않습니다!!
※모든 기종 보유중이니 많은 문의 주세요^^
★
대량구매시 가격조정가능
★
※선불폰유심개통 매장에서가능합니다※
1. 제품정보
-기기명 : 갤럭시S7 & S7엣지
-용량 : 32G ~
-색상 : 모든색상보유
-통신사 :  [SK KT LG 알뜰폰 전부호환가능]
-제품상태 모든등급보유중~
-가격: 8만원~
-구성품:기기단품
2. 제품설명
- 기능검수완료된 제품이며 사용하시던 데이터 그대로 이동가능합니다.
- 외관컨디션 전체적으로 좋습니다!!
3.거래방식
직거래 &택배 및 퀵거래 당일배송원칙으로합니다.
4.업체정보
010 - 9650 -8452
010 - 3849 -1347
카카오톡 문의를 원하실 경우
위 번호 저장 후 카카오톡 으로 문의 부탁드립니다.
문의주시면 친절하고상세하게 알려드립니다.
이외 기종도 대량보유중 모든문의주세요"
